participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415314706150
Dario Franceschini, 62, 77, 80, 73, 56, 42, 44, 31, 37, 36, 46, 48
Luca Sofri, 39, 33, 36, 38, 27, 23, 22, 20, 19, 23, 29, 23
Enrico Mentana, 3, 15, 25, 39, 39, 33, 21, 9, 8, 8, 7, 9
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Beppe Severgnini, 10, 9, 9, 12, 11, 12, 12, 8, 6, 6, 15, 20
Silvia Ballestra, 21, 21, 21, 21, 21, 3, 3, 3, 3, 3, 3, 3
Samuele Bersani, 7, 7, 7, 7, 7, 7, 7, 6, 10, 19, 20, 16
Sonia Peronaci, 9, 9, 12, 9, 6, 6, 12, 12, 12, 12, 8, 7
Anna Masera, 19, 13, 17, 13, 6, 6, 8, 6, 6, 6, 6, 6
Arianna Ciccone, 18, 11, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
