participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415440706161
Massimo Mantellini, 1, 1, 1, 1, 1, 26, 39, 83, 153, 176, 175, 158
Luca Sofri, 5, 13, 13, 13, 24, 19, 30, 62, 76, 94, 90, 65
Beppe Severgnini, 46, 38, 22, 24, 33, 38, 37, 39, 28, 29, 30, 30
Massimiliano Panarari, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Arianna Ciccone, 8, 15, 17, 21, 22, 15, 23, 24, 22, 21, 13, 13
Enrico Mentana, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Andrea Iannuzzi, 5, 12, 11, 12, 10, 6, 11, 15, 15, 15, 8, 8
Marino Sinibaldi, 2, 2, 2, 1, 9, 12, 18, 20, 20, 18, 12, 12
David Riondino, 6, 6, 6, 6, 8, 12, 12, 12, 12, 12, 12, 12
Sonia Peronaci, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
