participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415458706159
Luca Sofri, 58, 43, 33, 43, 56, 47, 49, 54, 40, 60, 65, 56
Dario Franceschini, 31, 19, 13, 16, 18, 18, 17, 30, 49, 70, 104, 133
Beppe Severgnini, 49, 31, 22, 30, 33, 30, 33, 41, 28, 36, 36, 31
Anna Masera, 43, 29, 21, 24, 24, 21, 21, 21, 3, 7, 11, 10
Massimo Mantellini, 9, 12, 16, 25, 28, 22, 17, 11, 7, 10, 15, 15
David Riondino, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Arianna Ciccone, 30, 31, 9, 6, 12, 9, 6, 6, 6, 3, 3, 3
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Marino Sinibaldi, 9, 9, 9, 9, 9, 6, 6, 6, 4, 4, 4, 4
Romana Petri, 3, 3, 3, 3, 3, 12, 12, 12, 12, 4, 4, 4
