participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415344406135
Beppe Severgnini, 3, 3, 3, 3, 3, 3, 3, 3, 9, 18, 18, 21
Fulvio Ervas, 1, 1, 1, 1, 1, 1, 1, 9, 17, 18, 18, 13
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Marino Sinibaldi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Pietrangelo Buttafuoco, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Dario Franceschini, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 3
Sonia Peronaci, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Daria Bignardi, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
