participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415496506140
Luca Sofri, 16, 18, 32, 28, 21, 22, 17, 11, 10, 20, 18, 18
Beppe Severgnini, 40, 34, 31, 29, 26, 18, 12, 7, 6, 6, 3, 3
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Dario Franceschini, 12, 18, 15, 15, 15, 3, 2, 8, 9, 11, 13, 8
Massimiliano Panarari, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Andrea Iannuzzi, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Enrico Mentana, 18, 15, 15, 5, 5, 5, 5, 5, 5, 4, 6, 6
Anna Masera, 15, 10, 3, 2, 5, 9, 9, 9, 6, 6, 6, 6
Alberto Tessore, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
