participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415374106169
Dario Franceschini, 37, 21, 36, 86, 108, 125, 155, 117, 75, 76, 41, 36
Luca Sofri, 38, 28, 18, 16, 15, 19, 41, 41, 42, 38, 22, 12
Beppe Severgnini, 20, 19, 18, 13, 11, 7, 15, 15, 17, 18, 9, 11
Massimo Mantellini, 23, 24, 21, 13, 12, 10, 14, 13, 9, 12, 5, 5
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 9, 12, 15, 15, 13
Pietrangelo Buttafuoco, 7, 12, 14, 15, 13, 7, 5, 3, 3, 7, 9, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 9
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
David Riondino, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Enrico Mentana, 9, 7, 7, 7, 7, 7, 7, 7, 3, 3, 3, 3
