participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415553242915
Dario Franceschini, 15, 14, 15, 15, 36, 69, 78, 84, 65, 50, 47, 57
Luca Sofri, 23, 27, 34, 34, 30, 32, 29, 39, 50, 46, 71, 90
Beppe Severgnini, 9, 12, 19, 28, 30, 38, 35, 26, 32, 27, 30, 30
Anna Masera, 22, 22, 25, 24, 25, 27, 25, 24, 14, 15, 15, 12
Massimo Mantellini, 21, 21, 18, 10, 10, 10, 10, 10, 12, 16, 18, 18
Arianna Ciccone, 7, 7, 7, 7, 7, 7, 7, 7, 21, 24, 24, 25
Enrico Mentana, 12, 14, 18, 18, 15, 10, 10, 10, 10, 10, 10, 10
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Massimiliano Panarari, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10
Sonia Peronaci, 3, 3, 4, 17, 15, 17, 18, 7, 7, 7, 7, 5
