participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415518106135
Beppe Severgnini, 3, 3, 3, 2, 2, 2, 2, 9, 29, 30, 39, 46
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Massimiliano Panarari, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 1
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Arianna Ciccone, 6, 6, 6, 6, 6, 6, 6, 7, 9, 9, 9, 5
Alberto Tessore, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Bruno Tognolini, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
David Riondino, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Luca Sofri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
