participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415524406143
Beppe Severgnini, 9, 29, 30, 39, 46, 27, 26, 31, 18, 17, 19, 12
Dario Franceschini, 3, 3, 3, 3, 3, 4, 13, 22, 30, 40, 42, 46
Luca Sofri, 6, 6, 6, 6, 6, 6, 6, 6, 20, 27, 28, 26
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Anna Masera, 6, 6, 6, 1, 4, 6, 8, 10, 15, 18, 17, 15
Massimiliano Panarari, 9, 9, 9, 9, 1, 3, 3, 4, 14, 15, 15, 15
Massimo Mantellini, 3, 3, 3, 3, 3, 1, 3, 3, 11, 14, 25, 34
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Samuele Bersani, 2, 2, 2, 2, 2, 2, 2, 4, 10, 12, 21, 23
Arianna Ciccone, 7, 9, 9, 9, 5, 5, 5, 5, 5, 5, 5, 5
