participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415403806161
Luca Sofri, 55, 59, 54, 52, 59, 45, 43, 43, 22, 9, 8, 6
Anna Masera, 39, 54, 45, 43, 54, 38, 33, 33, 20, 10, 10, 10
Dario Franceschini, 21, 14, 13, 23, 52, 55, 50, 39, 16, 16, 6, 6
Arianna Ciccone, 27, 33, 28, 31, 36, 31, 30, 27, 17, 9, 3, 3
Massimiliano Panarari, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Daria Bignardi, 16, 27, 27, 27, 29, 9, 9, 9, 9, 9, 3, 3
Enrico Mentana, 12, 15, 15, 15, 9, 11, 15, 21, 21, 16, 12, 12
Beppe Severgnini, 21, 19, 23, 23, 21, 15, 7, 1, 6, 6, 6, 6
Andrea Iannuzzi, 17, 14, 14, 8, 13, 12, 12, 12, 6, 6, 6, 6
Aldo Cazzullo, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
