participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415204906148
Dario Franceschini, 91, 91, 63, 39, 36, 30, 31, 49, 52, 46, 51, 40
Luca Sofri, 57, 43, 45, 41, 43, 64, 63, 53, 45, 21, 14, 17
Beppe Severgnini, 47, 36, 29, 31, 31, 31, 28, 18, 20, 18, 27, 27
Sonia Peronaci, 24, 34, 39, 28, 19, 14, 12, 12, 10, 9, 9, 12
Arianna Ciccone, 18, 21, 24, 28, 25, 20, 9, 7, 6, 11, 12, 10
Romana Petri, 2, 3, 3, 3, 3, 3, 13, 15, 15, 15, 8, 8
Samuele Bersani, 7, 7, 7, 7, 7, 7, 4, 9, 9, 9, 8, 8
Silvia Ballestra, 6, 9, 9, 8, 6, 6, 6, 6, 6, 6, 6, 6
Aldo Cazzullo, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
David Riondino, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
