participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415251706130
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Dario Franceschini, 17, 20, 18, 21, 27, 23, 19, 12, 4, 4, 4, 4
Massimiliano Panarari, 9, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
Luca Sofri, 20, 20, 11, 5, 2, 2, 2, 2, 2, 2, 2, 7
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Anna Masera, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Sonia Peronaci, 9, 5, 3, 3, 3, 3, 6, 6, 6, 6, 2, 2
Marino Sinibaldi, 12, 8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
Beppe Severgnini, 11, 8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
