participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415357006161
Luca Sofri, 38, 92, 130, 137, 145, 113, 66, 41, 39, 50, 52, 60
Massimo Mantellini, 5, 46, 76, 91, 96, 74, 43, 25, 15, 22, 18, 18
Dario Franceschini, 45, 50, 35, 21, 16, 17, 25, 33, 34, 29, 30, 59
Anna Masera, 15, 26, 27, 18, 12, 9, 11, 12, 13, 14, 5, 3
Arianna Ciccone, 1, 1, 1, 16, 18, 18, 18, 8, 8, 3, 3, 3
Enrico Mentana, 6, 6, 6, 6, 6, 2, 3, 6, 6, 12, 15, 11
Sonia Peronaci, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 26
Beppe Severgnini, 3, 1, 2, 7, 9, 9, 12, 8, 7, 9, 6, 4
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
