participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415393006181
Arianna Ciccone, 32, 38, 40, 45, 48, 37, 35, 28, 13, 14, 23, 18
Dario Franceschini, 54, 40, 34, 36, 34, 25, 18, 14, 14, 16, 19, 21
Anna Masera, 29, 29, 29, 32, 35, 30, 30, 17, 10, 20, 29, 30
Luca Sofri, 32, 26, 26, 32, 29, 27, 27, 23, 13, 20, 29, 35
Andrea Iannuzzi, 15, 17, 20, 25, 40, 40, 40, 32, 22, 19, 24, 19
Beppe Severgnini, 18, 18, 17, 17, 17, 17, 17, 18, 15, 23, 24, 21
Massimo Mantellini, 21, 10, 10, 20, 35, 33, 32, 25, 10, 10, 10, 6
Samuele Bersani, 10, 12, 12, 14, 20, 24, 30, 31, 19, 14, 7, 7
Massimiliano Panarari, 3, 3, 3, 13, 21, 18, 18, 18, 18, 18, 18, 18
Enrico Mentana, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11
