participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415529806180
Dario Franceschini, 13, 22, 30, 40, 42, 46, 52, 53, 52, 59, 50, 54
Massimo Mantellini, 3, 3, 11, 14, 25, 34, 43, 39, 38, 52, 51, 50
Beppe Severgnini, 26, 31, 18, 17, 19, 12, 9, 6, 8, 19, 33, 43
Luca Sofri, 6, 6, 20, 27, 28, 26, 21, 20, 22, 22, 17, 12
Samuele Bersani, 2, 4, 10, 12, 21, 23, 18, 15, 14, 19, 21, 21
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Massimiliano Panarari, 3, 4, 14, 15, 15, 15, 15, 2, 9, 12, 12, 11
Anna Masera, 8, 10, 15, 18, 17, 15, 6, 6, 6, 6, 7, 9
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Sonia Peronaci, 5, 9, 9, 9, 7, 7, 4, 6, 9, 9, 9, 7
