participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415393906159
Arianna Ciccone, 38, 40, 45, 48, 37, 35, 28, 13, 14, 23, 18, 27
Luca Sofri, 26, 26, 32, 29, 27, 27, 23, 13, 20, 29, 35, 55
Anna Masera, 29, 29, 32, 35, 30, 30, 17, 10, 20, 29, 30, 39
Andrea Iannuzzi, 17, 20, 25, 40, 40, 40, 32, 22, 19, 24, 19, 17
Dario Franceschini, 40, 34, 36, 34, 25, 18, 14, 14, 16, 19, 21, 21
Beppe Severgnini, 18, 17, 17, 17, 17, 17, 18, 15, 23, 24, 21, 21
Massimo Mantellini, 10, 10, 20, 35, 33, 32, 25, 10, 10, 10, 6, 6
Samuele Bersani, 12, 12, 14, 20, 24, 30, 31, 19, 14, 7, 7, 7
Massimiliano Panarari, 3, 3, 13, 21, 18, 18, 18, 18, 18, 18, 18, 18
Enrico Mentana, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 12
