participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415390306162
Dario Franceschini, 106, 82, 64, 54, 40, 34, 36, 34, 25, 18, 14, 14
Arianna Ciccone, 6, 12, 19, 32, 38, 40, 45, 48, 37, 35, 28, 13
Luca Sofri, 21, 22, 33, 32, 26, 26, 32, 29, 27, 27, 23, 13
Anna Masera, 12, 17, 21, 29, 29, 29, 32, 35, 30, 30, 17, 10
Andrea Iannuzzi, 6, 6, 9, 15, 17, 20, 25, 40, 40, 40, 32, 22
Massimo Mantellini, 31, 26, 18, 21, 10, 10, 20, 35, 33, 32, 25, 10
Beppe Severgnini, 8, 10, 22, 18, 18, 17, 17, 17, 17, 17, 18, 15
Samuele Bersani, 3, 3, 3, 10, 12, 12, 14, 20, 24, 30, 31, 19
Sonia Peronaci, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 8
Enrico Mentana, 12, 12, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11
