participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415523506142
Beppe Severgnini, 2, 9, 29, 30, 39, 46, 27, 26, 31, 18, 17, 19
Dario Franceschini, 3, 3, 3, 3, 3, 3, 4, 13, 22, 30, 40, 42
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Luca Sofri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 20, 27, 28
Anna Masera, 6, 6, 6, 6, 1, 4, 6, 8, 10, 15, 18, 17
Massimiliano Panarari, 9, 9, 9, 9, 9, 1, 3, 3, 4, 14, 15, 15
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Arianna Ciccone, 6, 7, 9, 9, 9, 5, 5, 5, 5, 5, 5, 5
Massimo Mantellini, 3, 3, 3, 3, 3, 3, 1, 3, 3, 11, 14, 25
Alberto Tessore, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
