participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415274206289
Dario Franceschini, 19, 13, 17, 20, 23, 40, 63, 159, 251, 321, 364, 354
Luca Sofri, 6, 3, 3, 3, 12, 57, 79, 87, 108, 163, 151, 199
Beppe Severgnini, 35, 34, 29, 27, 24, 26, 24, 25, 27, 39, 42, 46
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Massimo Mantellini, 37, 24, 17, 11, 9, 9, 7, 7, 8, 14, 24, 53
Sonia Peronaci, 2, 3, 3, 5, 8, 6, 9, 13, 14, 23, 30, 36
Aldo Cazzullo, 6, 6, 11, 12, 12, 12, 6, 6, 6, 6, 6, 6
Marino Sinibaldi, 6, 6, 6, 6, 6, 6, 6, 6, 8, 12, 12, 12
Massimiliano Panarari, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
Anna Masera, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
