participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415406506140
Luca Sofri, 52, 59, 45, 43, 43, 22, 9, 8, 6, 22, 24, 24
Dario Franceschini, 23, 52, 55, 50, 39, 16, 16, 6, 6, 6, 6, 6
Anna Masera, 43, 54, 38, 33, 33, 20, 10, 10, 10, 6, 6, 6
Massimiliano Panarari, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Arianna Ciccone, 31, 36, 31, 30, 27, 17, 9, 3, 3, 7, 6, 6
Enrico Mentana, 15, 9, 11, 15, 21, 21, 16, 12, 12, 12, 12, 12
Daria Bignardi, 27, 29, 9, 9, 9, 9, 9, 3, 3, 17, 18, 16
Aldo Cazzullo, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Sonia Peronaci, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Beppe Severgnini, 23, 21, 15, 7, 1, 6, 6, 6, 6, 6, 6, 2
