participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415303006194
Dario Franceschini, 81, 65, 74, 87, 101, 107, 118, 125, 105, 76, 59, 39
Luca Sofri, 25, 20, 53, 80, 115, 146, 137, 130, 104, 76, 68, 43
Massimo Mantellini, 12, 15, 31, 40, 49, 53, 50, 82, 107, 102, 96, 64
Beppe Severgnini, 38, 48, 67, 58, 57, 56, 45, 50, 41, 31, 16, 16
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Arianna Ciccone, 39, 34, 6, 11, 9, 11, 13, 17, 10, 13, 20, 19
Sonia Peronaci, 7, 17, 18, 18, 20, 21, 19, 22, 21, 17, 8, 6
Anna Masera, 1, 6, 11, 15, 15, 12, 11, 9, 13, 19, 24, 20
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Andrea Iannuzzi, 5, 5, 5, 5, 5, 5, 5, 9, 10, 12, 12, 7
