participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415213906168
Dario Franceschini, 51, 40, 22, 25, 32, 33, 49, 52, 43, 44, 42, 45
Luca Sofri, 14, 17, 28, 36, 34, 33, 23, 8, 10, 9, 6, 13
Anna Masera, 17, 21, 29, 32, 26, 19, 17, 9, 9, 9, 9, 9
Beppe Severgnini, 27, 27, 17, 9, 3, 3, 3, 3, 3, 3, 8, 22
Sonia Peronaci, 9, 12, 18, 18, 15, 11, 11, 11, 11, 3, 3, 3
Silvia Ballestra, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 18, 42
Massimo Mantellini, 3, 3, 5, 9, 9, 11, 9, 9, 3, 3, 7, 21
Andrea Iannuzzi, 12, 10, 6, 4, 4, 6, 6, 6, 10, 8, 6, 6
Arianna Ciccone, 12, 10, 6, 4, 4, 6, 6, 6, 6, 6, 6, 6
Aldo Cazzullo, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
