participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415313806180
Dario Franceschini, 46, 62, 77, 80, 73, 56, 42, 44, 31, 37, 36, 46
Luca Sofri, 33, 39, 33, 36, 38, 27, 23, 22, 20, 19, 23, 29
Enrico Mentana, 3, 3, 15, 25, 39, 39, 33, 21, 9, 8, 8, 7
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 3, 3, 3, 3, 3, 3
Anna Masera, 21, 19, 13, 17, 13, 6, 6, 8, 6, 6, 6, 6
Beppe Severgnini, 10, 10, 9, 9, 12, 11, 12, 12, 8, 6, 6, 15
Sonia Peronaci, 9, 9, 9, 12, 9, 6, 6, 12, 12, 12, 12, 8
Samuele Bersani, 6, 7, 7, 7, 7, 7, 7, 7, 6, 10, 19, 20
Arianna Ciccone, 18, 18, 11, 6, 6, 6, 6, 6, 6, 6, 6, 6
