participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415373206171
Dario Franceschini, 49, 37, 21, 36, 86, 108, 125, 155, 117, 75, 76, 41
Luca Sofri, 67, 38, 28, 18, 16, 15, 19, 41, 41, 42, 38, 22
Beppe Severgnini, 26, 20, 19, 18, 13, 11, 7, 15, 15, 17, 18, 9
Massimo Mantellini, 29, 23, 24, 21, 13, 12, 10, 14, 13, 9, 12, 5
Pietrangelo Buttafuoco, 6, 7, 12, 14, 15, 13, 7, 5, 3, 3, 7, 9
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 9, 12, 15, 15
Enrico Mentana, 9, 9, 7, 7, 7, 7, 7, 7, 7, 3, 3, 3
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
David Riondino, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
