participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415543306156
Dario Franceschini, 19, 56, 70, 80, 93, 71, 67, 70, 59, 43, 31, 15
Luca Sofri, 15, 21, 17, 11, 9, 5, 7, 15, 15, 16, 22, 23
Beppe Severgnini, 28, 23, 11, 13, 8, 6, 12, 15, 15, 15, 14, 9
Anna Masera, 24, 27, 25, 12, 8, 8, 8, 8, 5, 3, 12, 22
Massimo Mantellini, 21, 17, 12, 10, 5, 8, 10, 9, 9, 9, 14, 21
Massimiliano Panarari, 18, 18, 18, 10, 10, 10, 10, 10, 10, 10, 10, 10
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Enrico Mentana, 13, 17, 18, 14, 6, 6, 6, 9, 9, 9, 10, 12
Sonia Peronaci, 5, 5, 5, 7, 20, 22, 24, 18, 6, 3, 2, 3
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
