participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415198606244
Dario Franceschini, 37, 29, 17, 9, 19, 52, 79, 91, 91, 63, 39, 36
Luca Sofri, 17, 20, 23, 54, 63, 71, 77, 57, 43, 45, 41, 43
Beppe Severgnini, 47, 48, 44, 58, 42, 54, 57, 47, 36, 29, 31, 31
Sonia Peronaci, 19, 27, 27, 25, 14, 4, 14, 24, 34, 39, 28, 19
Arianna Ciccone, 6, 6, 6, 6, 7, 10, 14, 18, 21, 24, 28, 25
Massimo Mantellini, 21, 21, 21, 14, 9, 3, 3, 3, 3, 3, 3, 3
Samuele Bersani, 6, 6, 11, 12, 12, 12, 7, 7, 7, 7, 7, 7
Daria Bignardi, 9, 9, 9, 7, 7, 7, 7, 2, 3, 3, 5, 5
Pietrangelo Buttafuoco, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Enrico Mentana, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
