participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415478506173
Beppe Severgnini, 21, 18, 9, 12, 9, 15, 58, 105, 140, 176, 174, 150
Dario Franceschini, 19, 39, 54, 54, 54, 54, 36, 39, 43, 31, 24, 15
Massimo Mantellini, 39, 62, 69, 57, 58, 40, 21, 16, 9, 12, 14, 16
Luca Sofri, 40, 33, 38, 31, 29, 32, 35, 36, 34, 36, 34, 25
Anna Masera, 7, 11, 27, 35, 37, 34, 26, 19, 23, 35, 35, 36
David Riondino, 21, 21, 17, 17, 17, 17, 17, 17, 17, 17, 6, 6
Francesco Piccolo, 26, 24, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10
Andrea Iannuzzi, 18, 18, 18, 18, 6, 11, 15, 9, 9, 8, 8, 8
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Silvia Ballestra, 3, 3, 3, 3, 7, 18, 23, 24, 25, 12, 9, 8
