participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415317406157
Dario Franceschini, 73, 56, 42, 44, 31, 37, 36, 46, 48, 44, 45, 40
Luca Sofri, 38, 27, 23, 22, 20, 19, 23, 29, 23, 23, 29, 32
Enrico Mentana, 39, 39, 33, 21, 9, 8, 8, 7, 9, 9, 9, 11
Beppe Severgnini, 12, 11, 12, 12, 8, 6, 6, 15, 20, 25, 22, 21
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 6, 6
Samuele Bersani, 7, 7, 7, 7, 6, 10, 19, 20, 16, 12, 5, 1
Sonia Peronaci, 9, 6, 6, 12, 12, 12, 12, 8, 7, 9, 9, 9
Anna Masera, 13, 6, 6, 8, 6, 6, 6, 6, 6, 6, 6, 3
Massimo Mantellini, 5, 3, 3, 3, 3, 3, 3, 3, 5, 11, 14, 18
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
