participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415252606143
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Dario Franceschini, 20, 18, 21, 27, 23, 19, 12, 4, 4, 4, 4, 4
Massimiliano Panarari, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Luca Sofri, 20, 11, 5, 2, 2, 2, 2, 2, 2, 2, 7, 12
Anna Masera, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Sonia Peronaci, 5, 3, 3, 3, 3, 6, 6, 6, 6, 2, 2, 2
Bruno Tognolini, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
David Riondino, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
