participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415544206181
Dario Franceschini, 56, 70, 80, 93, 71, 67, 70, 59, 43, 31, 15, 14
Luca Sofri, 21, 17, 11, 9, 5, 7, 15, 15, 16, 22, 23, 27
Anna Masera, 27, 25, 12, 8, 8, 8, 8, 5, 3, 12, 22, 22
Beppe Severgnini, 23, 11, 13, 8, 6, 12, 15, 15, 15, 14, 9, 12
Massimo Mantellini, 17, 12, 10, 5, 8, 10, 9, 9, 9, 14, 21, 21
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Massimiliano Panarari, 18, 18, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10
Enrico Mentana, 17, 18, 14, 6, 6, 6, 9, 9, 9, 10, 12, 14
Sonia Peronaci, 5, 5, 7, 20, 22, 24, 18, 6, 3, 2, 3, 3
Aldo Cazzullo, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
