participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415473106189
Luca Sofri, 88, 87, 88, 78, 66, 47, 40, 33, 38, 31, 29, 32
Dario Franceschini, 54, 46, 47, 38, 36, 34, 19, 39, 54, 54, 54, 54
Massimo Mantellini, 9, 9, 9, 9, 19, 29, 39, 62, 69, 57, 58, 40
Anna Masera, 21, 26, 30, 29, 18, 9, 7, 11, 27, 35, 37, 34
Andrea Iannuzzi, 16, 18, 18, 18, 18, 18, 18, 18, 18, 18, 6, 11
David Riondino, 12, 12, 11, 11, 12, 20, 21, 21, 17, 17, 17, 17
Francesco Piccolo, 0, 9, 12, 13, 32, 30, 26, 24, 10, 10, 10, 10
Beppe Severgnini, 17, 13, 14, 13, 17, 18, 21, 18, 9, 12, 9, 15
Mauro Tedeschini, 27, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Arianna Ciccone, 13, 15, 15, 15, 15, 15, 15, 15, 15, 6, 6, 6
