participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415455106153
Luca Sofri, 55, 80, 80, 79, 58, 43, 33, 43, 56, 47, 49, 54
Beppe Severgnini, 9, 31, 40, 41, 49, 31, 22, 30, 33, 30, 33, 41
Anna Masera, 4, 23, 28, 33, 43, 29, 21, 24, 24, 21, 21, 21
Dario Franceschini, 15, 22, 28, 31, 31, 19, 13, 16, 18, 18, 17, 30
Massimo Mantellini, 19, 21, 20, 17, 9, 12, 16, 25, 28, 22, 17, 11
Arianna Ciccone, 13, 12, 29, 30, 30, 31, 9, 6, 12, 9, 6, 6
David Riondino, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Marino Sinibaldi, 9, 9, 9, 9, 9, 9, 9, 9, 9, 6, 6, 6
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Andrea Iannuzzi, 6, 14, 13, 11, 9, 4, 4, 4, 6, 6, 6, 6
