participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415272406160
Dario Franceschini, 24, 17, 19, 13, 17, 20, 23, 40, 63, 159, 251, 321
Luca Sofri, 8, 6, 6, 3, 3, 3, 12, 57, 79, 87, 108, 163
Beppe Severgnini, 33, 31, 35, 34, 29, 27, 24, 26, 24, 25, 27, 39
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Massimo Mantellini, 40, 40, 37, 24, 17, 11, 9, 9, 7, 7, 8, 14
Aldo Cazzullo, 6, 6, 6, 6, 11, 12, 12, 12, 6, 6, 6, 6
Sonia Peronaci, 2, 2, 2, 3, 3, 5, 8, 6, 9, 13, 14, 23
Anna Masera, 9, 13, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6
Massimiliano Panarari, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
Marino Sinibaldi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 12
