participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415202206224
Luca Sofri, 63, 71, 77, 57, 43, 45, 41, 43, 64, 63, 53, 45
Dario Franceschini, 19, 52, 79, 91, 91, 63, 39, 36, 30, 31, 49, 52
Beppe Severgnini, 42, 54, 57, 47, 36, 29, 31, 31, 31, 28, 18, 20
Sonia Peronaci, 14, 4, 14, 24, 34, 39, 28, 19, 14, 12, 12, 10
Arianna Ciccone, 7, 10, 14, 18, 21, 24, 28, 25, 20, 9, 7, 6
Samuele Bersani, 12, 12, 7, 7, 7, 7, 7, 7, 7, 4, 9, 9
Aldo Cazzullo, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
David Riondino, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Enrico Mentana, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Romana Petri, 2, 2, 2, 2, 3, 3, 3, 3, 3, 13, 15, 15
