participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415181506134
Beppe Severgnini, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
Luca Sofri, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
Dario Franceschini, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
Massimo Mantellini, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
Sonia Peronaci, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
Marino Sinibaldi, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Alberto Tessore, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Aldo Cazzullo, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Alessandro Perissinotto, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Andrea Iannuzzi, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
