participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415195006257
Dario Franceschini, 25, 34, 49, 48, 37, 29, 17, 9, 19, 52, 79, 91
Luca Sofri, 16, 12, 21, 20, 17, 20, 23, 54, 63, 71, 77, 57
Beppe Severgnini, 10, 8, 12, 23, 47, 48, 44, 58, 42, 54, 57, 47
Sonia Peronaci, 15, 15, 15, 7, 19, 27, 27, 25, 14, 4, 14, 24
Massimo Mantellini, 6, 8, 10, 18, 21, 21, 21, 14, 9, 3, 3, 3
Samuele Bersani, 4, 6, 8, 6, 6, 6, 11, 12, 12, 12, 7, 7
Arianna Ciccone, 5, 6, 6, 6, 6, 6, 6, 6, 7, 10, 14, 18
Anna Masera, 9, 11, 11, 10, 9, 7, 7, 7, 7, 7, 3, 3
Pietrangelo Buttafuoco, 9, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Enrico Mentana, 3, 6, 6, 6, 6, 4, 6, 6, 6, 6, 6, 6
