participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415456906157
Luca Sofri, 80, 79, 58, 43, 33, 43, 56, 47, 49, 54, 40, 60
Beppe Severgnini, 40, 41, 49, 31, 22, 30, 33, 30, 33, 41, 28, 36
Dario Franceschini, 28, 31, 31, 19, 13, 16, 18, 18, 17, 30, 49, 70
Anna Masera, 28, 33, 43, 29, 21, 24, 24, 21, 21, 21, 3, 7
Massimo Mantellini, 20, 17, 9, 12, 16, 25, 28, 22, 17, 11, 7, 10
Arianna Ciccone, 29, 30, 30, 31, 9, 6, 12, 9, 6, 6, 6, 3
David Riondino, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Marino Sinibaldi, 9, 9, 9, 9, 9, 9, 9, 6, 6, 6, 4, 4
Andrea Iannuzzi, 13, 11, 9, 4, 4, 4, 6, 6, 6, 6, 6, 6
