participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415366006152
Dario Franceschini, 30, 59, 63, 74, 91, 72, 60, 48, 49, 37, 21, 36
Luca Sofri, 52, 60, 55, 43, 55, 73, 73, 77, 67, 38, 28, 18
Massimo Mantellini, 18, 18, 18, 13, 19, 24, 26, 23, 29, 23, 24, 21
Sonia Peronaci, 5, 26, 30, 27, 27, 11, 11, 7, 10, 15, 13, 9
Beppe Severgnini, 6, 4, 4, 4, 4, 11, 16, 21, 26, 20, 19, 18
Enrico Mentana, 15, 11, 9, 7, 7, 7, 6, 10, 9, 9, 7, 7
Pietrangelo Buttafuoco, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 12, 14
David Riondino, 1, 1, 5, 9, 12, 12, 11, 6, 6, 6, 6, 6
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
