participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415486606257
Beppe Severgnini, 176, 174, 150, 123, 89, 62, 37, 28, 41, 38, 41, 40
Anna Masera, 35, 35, 36, 31, 21, 18, 13, 9, 16, 17, 15, 15
Luca Sofri, 36, 34, 25, 25, 29, 14, 16, 15, 12, 12, 14, 16
Dario Franceschini, 31, 24, 15, 15, 10, 16, 24, 23, 28, 24, 16, 12
Massimo Mantellini, 12, 14, 16, 24, 24, 20, 28, 21, 19, 16, 9, 3
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Massimiliano Panarari, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Francesco Piccolo, 10, 10, 10, 10, 10, 10, 10, 10, 6, 6, 6, 4
Enrico Mentana, 6, 6, 6, 6, 3, 6, 6, 8, 10, 9, 17, 18
Sonia Peronaci, 7, 7, 7, 7, 9, 9, 9, 9, 9, 9, 9, 9
