participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415372306170
Dario Franceschini, 48, 49, 37, 21, 36, 86, 108, 125, 155, 117, 75, 76
Luca Sofri, 77, 67, 38, 28, 18, 16, 15, 19, 41, 41, 42, 38
Massimo Mantellini, 23, 29, 23, 24, 21, 13, 12, 10, 14, 13, 9, 12
Beppe Severgnini, 21, 26, 20, 19, 18, 13, 11, 7, 15, 15, 17, 18
Pietrangelo Buttafuoco, 6, 6, 7, 12, 14, 15, 13, 7, 5, 3, 3, 7
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 9, 12, 15
Enrico Mentana, 10, 9, 9, 7, 7, 7, 7, 7, 7, 7, 3, 3
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
David Riondino, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
