participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415448806158
Massimo Mantellini, 176, 175, 158, 94, 45, 25, 18, 19, 21, 20, 17, 9
Luca Sofri, 94, 90, 65, 45, 28, 21, 25, 55, 80, 80, 79, 58
Beppe Severgnini, 29, 30, 30, 24, 17, 7, 7, 9, 31, 40, 41, 49
Dario Franceschini, 12, 7, 11, 23, 27, 26, 20, 15, 22, 28, 31, 31
Arianna Ciccone, 21, 13, 13, 13, 13, 13, 13, 13, 12, 29, 30, 30
Anna Masera, 13, 9, 9, 7, 4, 4, 4, 4, 23, 28, 33, 43
David Riondino, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Marino Sinibaldi, 18, 12, 12, 12, 12, 12, 12, 9, 9, 9, 9, 9
Enrico Mentana, 12, 12, 12, 12, 12, 12, 12, 6, 6, 6, 6, 6
Andrea Iannuzzi, 15, 8, 8, 8, 8, 8, 4, 6, 14, 13, 11, 9
