participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415414606130
Massimiliano Panarari, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Enrico Mentana, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Luca Sofri, 22, 24, 24, 24, 15, 9, 9, 9, 1, 1, 1, 1
Daria Bignardi, 17, 18, 16, 15, 10, 6, 6, 6, 6, 6, 6, 6
Aldo Cazzullo, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Sonia Peronaci, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Samuele Bersani, 3, 10, 13, 15, 15, 8, 3, 3, 3, 3, 3, 3
Arianna Ciccone, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Anna Masera, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
