participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415499206133
Luca Sofri, 28, 21, 22, 17, 11, 10, 20, 18, 18, 17, 15, 5
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Beppe Severgnini, 29, 26, 18, 12, 7, 6, 6, 3, 3, 3, 3, 3
Massimiliano Panarari, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Dario Franceschini, 15, 15, 3, 2, 8, 9, 11, 13, 8, 7, 9, 3
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Andrea Iannuzzi, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 3, 3
Anna Masera, 2, 5, 9, 9, 9, 6, 6, 6, 6, 6, 6, 6
Alberto Tessore, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
