participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415541506153
Dario Franceschini, 32, 20, 19, 56, 70, 80, 93, 71, 67, 70, 59, 43
Beppe Severgnini, 43, 34, 28, 23, 11, 13, 8, 6, 12, 15, 15, 15
Anna Masera, 15, 25, 24, 27, 25, 12, 8, 8, 8, 8, 5, 3
Massimo Mantellini, 36, 16, 21, 17, 12, 10, 5, 8, 10, 9, 9, 9
Luca Sofri, 13, 17, 15, 21, 17, 11, 9, 5, 7, 15, 15, 16
Massimiliano Panarari, 8, 14, 18, 18, 18, 10, 10, 10, 10, 10, 10, 10
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Sonia Peronaci, 6, 5, 5, 5, 5, 7, 20, 22, 24, 18, 6, 3
Enrico Mentana, 3, 9, 13, 17, 18, 14, 6, 6, 6, 9, 9, 9
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
