participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415364206174
Luca Sofri, 39, 50, 52, 60, 55, 43, 55, 73, 73, 77, 67, 38
Dario Franceschini, 34, 29, 30, 59, 63, 74, 91, 72, 60, 48, 49, 37
Massimo Mantellini, 15, 22, 18, 18, 18, 13, 19, 24, 26, 23, 29, 23
Sonia Peronaci, 5, 3, 5, 26, 30, 27, 27, 11, 11, 7, 10, 15
Beppe Severgnini, 7, 9, 6, 4, 4, 4, 4, 11, 16, 21, 26, 20
Enrico Mentana, 6, 12, 15, 11, 9, 7, 7, 7, 6, 10, 9, 9
Anna Masera, 13, 14, 5, 3, 9, 6, 7, 9, 5, 5, 2, 2
Pietrangelo Buttafuoco, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
