participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415328206136
Luca Sofri, 43, 52, 38, 35, 24, 13, 12, 12, 6, 6, 5, 2
Dario Franceschini, 25, 18, 15, 13, 9, 6, 6, 6, 6, 6, 6, 6
Massimo Mantellini, 18, 11, 9, 9, 9, 9, 9, 9, 9, 9, 1, 3
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Marino Sinibaldi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Pietrangelo Buttafuoco, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Beppe Severgnini, 16, 6, 5, 1, 1, 4, 7, 9, 9, 7, 3, 3
Enrico Mentana, 9, 9, 6, 4, 4, 4, 4, 4, 6, 6, 6, 6
