participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415182406137
Beppe Severgnini, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 21
Luca Sofri, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9
Sonia Peronaci, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
Dario Franceschini, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6
Massimo Mantellini, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6
Marino Sinibaldi, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
Pietrangelo Buttafuoco, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
Enrico Mentana, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
Alberto Tessore, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Aldo Cazzullo, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
