participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415512706129
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Massimiliano Panarari, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Luca Sofri, 12, 12, 9, 8, 6, 6, 6, 6, 6, 6, 6, 6
Alberto Tessore, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Anna Masera, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Arianna Ciccone, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Bruno Tognolini, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
David Riondino, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
