participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415231006236
Dario Franceschini, 53, 57, 58, 52, 33, 33, 39, 33, 31, 29, 27, 28
Massimo Mantellini, 12, 17, 20, 24, 31, 38, 39, 41, 28, 17, 13, 10
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Beppe Severgnini, 21, 14, 9, 7, 7, 9, 16, 22, 21, 24, 23, 20
Luca Sofri, 17, 11, 8, 5, 3, 3, 3, 3, 3, 3, 6, 16
Samuele Bersani, 9, 7, 6, 6, 6, 9, 6, 8, 9, 8, 3, 3
Romana Petri, 6, 9, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Sonia Peronaci, 4, 4, 4, 4, 4, 3, 6, 6, 7, 7, 9, 10
Anna Masera, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
