participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415498306135
Luca Sofri, 32, 28, 21, 22, 17, 11, 10, 20, 18, 18, 17, 15
Beppe Severgnini, 31, 29, 26, 18, 12, 7, 6, 6, 3, 3, 3, 3
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Dario Franceschini, 15, 15, 15, 3, 2, 8, 9, 11, 13, 8, 7, 9
Massimiliano Panarari, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Andrea Iannuzzi, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 3
Anna Masera, 3, 2, 5, 9, 9, 9, 6, 6, 6, 6, 6, 6
Alberto Tessore, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Aldo Cazzullo, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
