participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415212106161
Dario Franceschini, 52, 46, 51, 40, 22, 25, 32, 33, 49, 52, 43, 44
Luca Sofri, 45, 21, 14, 17, 28, 36, 34, 33, 23, 8, 10, 9
Anna Masera, 3, 3, 17, 21, 29, 32, 26, 19, 17, 9, 9, 9
Sonia Peronaci, 10, 9, 9, 12, 18, 18, 15, 11, 11, 11, 11, 3
Beppe Severgnini, 20, 18, 27, 27, 17, 9, 3, 3, 3, 3, 3, 3
Andrea Iannuzzi, 6, 11, 12, 10, 6, 4, 4, 6, 6, 6, 10, 8
Romana Petri, 15, 15, 8, 8, 8, 8, 3, 3, 3, 3, 4, 6
Arianna Ciccone, 6, 11, 12, 10, 6, 4, 4, 6, 6, 6, 6, 6
Samuele Bersani, 9, 9, 8, 8, 8, 8, 8, 8, 8, 3, 3, 3
Aldo Cazzullo, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
