participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415256206160
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Dario Franceschini, 23, 19, 12, 4, 4, 4, 4, 4, 4, 2, 6, 8
Massimiliano Panarari, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Luca Sofri, 2, 2, 2, 2, 2, 2, 7, 12, 12, 12, 9, 5
Anna Masera, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
Sonia Peronaci, 3, 6, 6, 6, 6, 2, 2, 2, 1, 3, 3, 3
Beppe Severgnini, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 20
Pietrangelo Buttafuoco, 1, 1, 1, 1, 1, 1, 2, 6, 6, 6, 6, 6
