participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415259806178
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Beppe Severgnini, 2, 2, 2, 2, 2, 2, 2, 20, 27, 29, 39, 40
Massimo Mantellini, 1, 1, 1, 1, 1, 1, 1, 1, 6, 22, 36, 42
Luca Sofri, 2, 2, 7, 12, 12, 12, 9, 5, 9, 10, 14, 13
Massimiliano Panarari, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
Dario Franceschini, 4, 4, 4, 4, 4, 2, 6, 8, 9, 11, 11, 15
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Romana Petri, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Pietrangelo Buttafuoco, 1, 1, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6
Anna Masera, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1
