participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415211206156
Dario Franceschini, 49, 52, 46, 51, 40, 22, 25, 32, 33, 49, 52, 43
Luca Sofri, 53, 45, 21, 14, 17, 28, 36, 34, 33, 23, 8, 10
Anna Masera, 3, 3, 3, 17, 21, 29, 32, 26, 19, 17, 9, 9
Beppe Severgnini, 18, 20, 18, 27, 27, 17, 9, 3, 3, 3, 3, 3
Sonia Peronaci, 12, 10, 9, 9, 12, 18, 18, 15, 11, 11, 11, 11
Romana Petri, 15, 15, 15, 8, 8, 8, 8, 3, 3, 3, 3, 4
Samuele Bersani, 9, 9, 9, 8, 8, 8, 8, 8, 8, 8, 3, 3
Andrea Iannuzzi, 4, 6, 11, 12, 10, 6, 4, 4, 6, 6, 6, 10
Arianna Ciccone, 7, 6, 11, 12, 10, 6, 4, 4, 6, 6, 6, 6
Aldo Cazzullo, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
