participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415417306130
Massimiliano Panarari, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
Enrico Mentana, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Aldo Cazzullo, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Sonia Peronaci, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
Luca Sofri, 24, 24, 15, 9, 9, 9, 1, 1, 1, 1, 1, 1
Daria Bignardi, 16, 15, 10, 6, 6, 6, 6, 6, 6, 6, 6, 6
Samuele Bersani, 13, 15, 15, 8, 3, 3, 3, 3, 3, 3, 3, 3
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Anna Masera, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Arianna Ciccone, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
