participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415530706156
Dario Franceschini, 22, 30, 40, 42, 46, 52, 53, 52, 59, 50, 54, 47
Massimo Mantellini, 3, 11, 14, 25, 34, 43, 39, 38, 52, 51, 50, 52
Beppe Severgnini, 31, 18, 17, 19, 12, 9, 6, 8, 19, 33, 43, 43
Luca Sofri, 6, 20, 27, 28, 26, 21, 20, 22, 22, 17, 12, 11
Samuele Bersani, 4, 10, 12, 21, 23, 18, 15, 14, 19, 21, 21, 17
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Massimiliano Panarari, 4, 14, 15, 15, 15, 15, 2, 9, 12, 12, 11, 8
Anna Masera, 10, 15, 18, 17, 15, 6, 6, 6, 6, 7, 9, 12
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
Sonia Peronaci, 9, 9, 9, 7, 7, 4, 6, 9, 9, 9, 7, 6
