participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415201306147
Luca Sofri, 54, 63, 71, 77, 57, 43, 45, 41, 43, 64, 63, 53
Dario Franceschini, 9, 19, 52, 79, 91, 91, 63, 39, 36, 30, 31, 49
Beppe Severgnini, 58, 42, 54, 57, 47, 36, 29, 31, 31, 31, 28, 18
Sonia Peronaci, 25, 14, 4, 14, 24, 34, 39, 28, 19, 14, 12, 12
Arianna Ciccone, 6, 7, 10, 14, 18, 21, 24, 28, 25, 20, 9, 7
Samuele Bersani, 12, 12, 12, 7, 7, 7, 7, 7, 7, 7, 4, 9
Aldo Cazzullo, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Enrico Mentana, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
David Riondino, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Pietrangelo Buttafuoco, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2, 2
