participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415542406155
Dario Franceschini, 20, 19, 56, 70, 80, 93, 71, 67, 70, 59, 43, 31
Beppe Severgnini, 34, 28, 23, 11, 13, 8, 6, 12, 15, 15, 15, 14
Luca Sofri, 17, 15, 21, 17, 11, 9, 5, 7, 15, 15, 16, 22
Anna Masera, 25, 24, 27, 25, 12, 8, 8, 8, 8, 5, 3, 12
Massimiliano Panarari, 14, 18, 18, 18, 10, 10, 10, 10, 10, 10, 10, 10
Mauro Tedeschini, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Massimo Mantellini, 16, 21, 17, 12, 10, 5, 8, 10, 9, 9, 9, 14
Enrico Mentana, 9, 13, 17, 18, 14, 6, 6, 6, 9, 9, 9, 10
Sonia Peronaci, 5, 5, 5, 5, 7, 20, 22, 24, 18, 6, 3, 2
Walter Passerini, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
