participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415375006206
Dario Franceschini, 21, 36, 86, 108, 125, 155, 117, 75, 76, 41, 36, 50
Luca Sofri, 28, 18, 16, 15, 19, 41, 41, 42, 38, 22, 12, 21
Beppe Severgnini, 19, 18, 13, 11, 7, 15, 15, 17, 18, 9, 11, 21
Massimo Mantellini, 24, 21, 13, 12, 10, 14, 13, 9, 12, 5, 5, 5
Romana Petri, 6, 6, 6, 6, 6, 6, 9, 12, 15, 15, 13, 7
Pietrangelo Buttafuoco, 12, 14, 15, 13, 7, 5, 3, 3, 7, 9, 6, 6
Andrea Iannuzzi, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 9, 16
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
David Riondino, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
Sonia Peronaci, 13, 9, 6, 1, 1, 1, 1, 1, 1, 7, 12, 18
