participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415307506156
Dario Franceschini, 107, 118, 125, 105, 76, 59, 39, 46, 62, 77, 80, 73
Luca Sofri, 146, 137, 130, 104, 76, 68, 43, 33, 39, 33, 36, 38
Massimo Mantellini, 53, 50, 82, 107, 102, 96, 64, 28, 9, 7, 5, 5
Beppe Severgnini, 56, 45, 50, 41, 31, 16, 16, 10, 10, 9, 9, 12
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Anna Masera, 12, 11, 9, 13, 19, 24, 20, 21, 19, 13, 17, 13
Arianna Ciccone, 11, 13, 17, 10, 13, 20, 19, 18, 18, 11, 6, 6
Sonia Peronaci, 21, 19, 22, 21, 17, 8, 6, 9, 9, 9, 12, 9
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Enrico Mentana, 3, 3, 3, 3, 3, 3, 3, 3, 3, 15, 25, 39
