participant,foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, foo, 1415298506159
Dario Franceschini, 123, 123, 133, 123, 106, 81, 65, 74, 87, 101, 107, 118
Luca Sofri, 173, 178, 158, 94, 37, 25, 20, 53, 80, 115, 146, 137
Beppe Severgnini, 39, 40, 29, 28, 39, 38, 48, 67, 58, 57, 56, 45
Massimo Mantellini, 20, 25, 22, 18, 16, 12, 15, 31, 40, 49, 53, 50
Silvia Ballestra, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
Arianna Ciccone, 13, 3, 21, 39, 38, 39, 34, 6, 11, 9, 11, 13
Marino Sinibaldi, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
Sonia Peronaci, 3, 3, 2, 3, 3, 7, 17, 18, 18, 20, 21, 19
Anna Masera, 3, 3, 3, 3, 3, 1, 6, 11, 15, 15, 12, 11
Alessandro Perissinotto, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
